"round.x","pick.x","timestamp","team","playerid","full_name","name","associated_round","associated_pick","associated_team","count_text","mean_sentiment","Count","Proportion","Mean","total_value_delta","row_count","pick.y","round.y","Direct_mentions","Indirect_mentions","avg_sentiment_direct_mentions","avg_sentiment_indirect_mentions","Direct_mention_binary","ID","player_id","position","player_game_count","percentage_games_played","grades_offense","raw_usage","usage_rate","raw_value_provided","year","draft_year","draft_team","draft_round","draft_pick","sum_raw_value_provided","expected_value","value_delta","team_name"
3,79,1587781800,"NYJ","ZuniJa00","Jabari Zuniga","J.Zuniga",3,79,"NYJ",926,0.133077090119435,14679,0.039420257,0.113141363,-396.429360420281,76,79,3,17,909,0.02626875,0.134965414364641,1,100,26449,"ED",8,0.5,33,103,12.88,16.5,2020,2020,"NYJ",3,79,29.08,117.7219231,-88.64192308,"NYJ"
3,80,1587781980,"LV","BowdLy00","Lynn Bowden Jr.","L.Jr.",3,80,"LV",882,0.105407249712313,11083,0.029763248,0.107186085,-175.015906641604,79,80,3,36,846,0.0498857142857143,0.107737290167866,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,81,1587782160,"LV","EdwaBr01","Bryan Edwards","B.Edwards",3,81,"LV",682,0.113360863095238,11083,0.029763248,0.107186085,-175.015906641604,58,81,3,18,664,0.0264722222222222,0.115752293577982,1,30,28486,"WR",11,0.69,69.5,143,13,47.78,2020,2020,"LV",3,81,128.71,133.1878947,-4.477894737,"LV"
3,82,1587782280,"DAL","GallNe00","Neville Gallimore","N.Gallimore",3,82,"DAL",2023,0.121863541147132,13812,0.03709194,0.111480222,34.4176474358975,175,82,3,40,1983,0.144735,0.12139796437659,1,197,28094,"DI",14,0.88,52.1,416,29.71,45.59,2020,2020,"DAL",3,82,94.63,118.0138462,-23.38384615,"DAL"
3,83,1587782640,"DEN","CushLl00","Lloyd Cushenberry III","L.III",3,83,"DEN",909,0.124323145071982,10740,0.028842126,0.129802805,-187.268660664202,88,83,3,20,889,0.215525,0.122257417893545,1,180,41924,"OL",16,1,40.5,1076,67.25,40.5,2020,2020,"DEN",3,83,127.37,101.7233333,25.64666667,"DEN"
3,84,1587782820,"LA","LewiTe00","Terrell Lewis","T.Lewis",3,84,"LA",630,0.116656618819777,3476,0.009334751,0.13010574,NA,54,84,3,13,617,0.0556615384615385,0.117948045602606,1,222,42845,"ED",8,0.5,70.4,124,15.5,35.2,2020,2020,"LAR",3,84,97.25,117.7219231,-20.47192308,"LAR"
3,85,1587782940,"IND","BlacJu01","Julian Blackmon","J.Blackmon",3,85,"IND",874,0.144453341013825,9313,0.025009936,0.130396679,46.863755118076,84,85,3,11,863,0.00649,0.146061305361305,1,149,49434,"S",15,0.94,60.8,916,61.07,57,2020,2020,"IND",3,85,129.73,132.52,-2.79,"IND"
3,86,1587783120,"BUF","MossZa00","Zack Moss","Z.Moss",3,86,"BUF",792,0.133537979539642,7532,0.020227085,0.117431424,243.938085741026,59,86,3,36,756,0.0756805555555556,0.136330026809651,1,242,40341,"HB",13,0.81,72.3,126,9.69,58.74,2020,2020,"BUF",3,86,164.57,149.23875,15.33125,"BUF"
3,87,1587783300,"NE","JennAn00","Anfernee Jennings","A.Jennings",3,87,"NE",2545,0.12325790513834,18402,0.049418324,0.096257174,-139.742911266683,215,87,3,25,2520,0.0573739130434783,0.123862345432788,1,11,25449,"ED",16,0.94,64.7,344,21.5,60.89,2022,2020,"NE",3,87,105.25,117.7219231,-12.47192308,"NE"
3,88,1587783840,"CLE","ElliJo02","Jordan Elliott","J.Elliott",3,88,"CLE",600,0.103978378378378,12133,0.032583008,0.112528068,NA,49,88,3,8,592,0.262285714285714,0.102084102564103,1,136,56734,"DI",16,1,55.3,307,19.19,55.3,2020,2020,"CLV",3,88,134.85,118.0138462,16.83615385,"CLV"
3,89,1587783960,"MIN","DantCa00","Cameron Dantzler","C.Dantzler",3,89,"MIN",566,0.108677442273535,21534,0.057829268,0.114465213,-107.72040452278,40,89,3,23,543,0.179904347826087,0.105643703703704,1,36,42472,"CB",11,0.69,70.9,601,54.64,48.74,2020,2020,"MIN",3,89,142.3,103.0045,39.2955,"MIN"
3,90,1587784080,"HOU","GreeJo04","Jonathan Greenard","J.Greenard",3,90,"HOU",618,0.064760883797054,5066,0.013604675,0.09754653,-7.01889102564104,45,90,3,8,610,0.0293875,0.0652301824212272,1,133,48407,"ED",12,0.75,51.9,265,22.08,38.93,2020,2020,"HOU",3,90,127.29,117.7219231,9.568076923,"HOU"
3,91,1587784200,"NE","AsiaDe00","Devin Asiasi","D.Asiasi",3,91,"NE",1719,0.101924176470588,18402,0.049418324,0.096257174,-139.742911266683,154,91,3,25,1694,0.159495833333333,0.101099761336516,1,78,40294,"TE",9,0.56,51.6,109,12.11,29.03,2020,2020,"NE",3,91,50.49,134.0185714,-83.52857143,"NE"
3,92,1587784500,"BAL","DuveDe00","Devin Duvernay","D.Duvernay",3,92,"BAL",2393,0.102018601694915,12762,0.034272179,0.109538109,118.904415526424,221,92,3,77,2316,0.102855263157895,0.101990761821366,1,79,40006,"WR",16,1,60.5,202,12.63,60.5,2020,2020,"BAL",3,92,168.26,133.1878947,35.07210526,"BAL"
3,93,1587784980,"TEN","EvanDa02","Darrynton Evans","D.Evans",3,93,"TEN",556,0.113425457875458,4841,0.01300044,0.108463721,-515.629858058608,48,93,3,2,554,0.21075,0.113067647058824,1,70,40692,"HB",5,0.31,57.8,16,3.2,18.06,2020,2020,"TEN",3,93,34.39,149.23875,-114.84875,"TEN"
3,94,1587785100,"GB","DeguJo00","Josiah Deguara","J.Deguara",3,94,"GB",1531,0.11508700265252,33965,0.091212551,0.104027848,-83.8543627329192,160,94,3,14,1517,0.148585714285714,0.114773092369478,1,147,47034,"TE",2,0.13,56.6,8,4,7.08,2020,2020,"GB",3,94,118.87,134.0185714,-15.14857143,"GB"
3,95,1587785400,"DEN","AgimMc00","McTelvin Agim","M.Agim",3,95,"DEN",604,0.113932608695652,10740,0.028842126,0.129802805,-187.268660664202,41,95,3,7,597,-0.0912428571428571,0.116362774957699,1,190,43069,"DI",10,0.63,47.1,141,14.1,29.44,2020,2020,"DEN",3,95,47.31,118.0138462,-70.70384615,"DEN"
3,96,1587785520,"KC","NianLu00","Lucas Niang","L.Niang",3,96,"KC",705,0.118062910128388,6595,0.017710784,0.130861524,42.8800783564262,52,96,3,19,686,0.0802526315789474,0.119116275659824,1,183,47004,"OL",11,0.65,64.6,524,47.64,41.8,2021,2020,"KC",3,96,52.15,101.7233333,-49.57333333,"KC"
3,97,1587785640,"CLE","PhilJa01","Jacob Phillips","J.Phillips",3,97,"CLE",1147,0.115206902654867,12133,0.032583008,0.112528068,NA,119,97,3,14,1133,0.110653846153846,0.115259892569382,1,103,57942,"LB",9,0.56,45.3,169,18.78,25.48,2020,2020,"CLV",3,97,55.27,105.2694118,-49.99941176,"CLV"
3,98,1587785880,"BAL","HarrMa06","Malik Harrison","M.Harrison",3,98,"BAL",254,0.131643253968254,12762,0.034272179,0.109538109,118.904415526424,25,98,3,8,246,0.229785714285714,0.128839183673469,1,185,28081,"LB",16,1,52.8,265,16.56,52.8,2020,2020,"BAL",3,98,131.29,105.2694118,26.02058824,"BAL"
3,99,1587786000,"NYG","PearMa00","Matt Peart","M.Peart",3,99,"NYG",612,0.088096204620462,12490,0.033541727,0.126600401,-67.1940311004784,53,99,3,22,590,0.162580952380952,0.0854223931623932,1,189,46179,"OL",11,0.69,69.7,150,13.64,47.92,2020,2020,"NYG",3,99,103.15,101.7233333,1.426666667,"NYG"
3,100,1587786120,"LV","MuseTa00","Tanner Muse","T.Muse",3,100,"LV",1877,0.111040096878364,11083,0.029763248,0.107186085,-175.015906641604,174,100,3,37,1840,0.09184,0.111408721886999,1,219,35997,"LB",1,0.06,59.9,1,1,3.52,2021,2020,"LV",3,100,27.98,105.2694118,-77.28941176,"SEA"
3,101,1587786480,"NE","KeenDa00","Dalton Keene","D.Keene",3,101,"NE",859,0.126499527186761,18402,0.049418324,0.096257174,-139.742911266683,69,101,3,23,836,0.0826181818181818,0.127671116504854,1,61,61068,"TE",6,0.38,42.2,89,14.83,15.83,2020,2020,"NE",3,101,15.83,134.0185714,-118.1885714,"NE"
3,102,1587786660,"PIT","HighAl02","Alex Highsmith","A.Highsmith",3,102,"PIT",263,0.121746360153257,7495,0.020127722,0.12302311,40.7249343127633,23,102,3,7,256,-0.0671666666666667,0.12619137254902,1,6,43507,"ED",16,1,72,440,27.5,72,2020,2020,"PIT",3,102,213.25,117.7219231,95.52807692,"PIT"
3,103,1587786720,"PHI","TaylDa01","Davion Taylor","D.Taylor",3,103,"PHI",562,0.131434476534296,35223,0.094590893,0.058375155,0.979119876898174,51,103,3,3,559,0.143133333333333,0.131370780399274,1,71,81991,"LB",4,0.25,27.4,33,8.25,6.85,2020,2020,"PHI",3,103,27.29,105.2694118,-77.97941176,"PHI"
3,104,1587786840,"LA","BurgTe00","Terrell Burgess","T.Burgess",3,104,"LA",534,0.152737051039698,3476,0.009334751,0.13010574,NA,55,104,3,5,529,-0.0748,0.154470666666667,1,221,45255,"S",4,0.25,47.7,49,12.25,11.93,2020,2020,"LAR",3,104,44.83,132.52,-87.69,"LAR"
3,105,1587786960,"NO","TrauAd00","Adam Trautman","A.Trautman",3,105,"NO",691,0.0894851470588235,6684,0.017949792,0.102622322,-20.479768907563,40,105,3,2,689,0,0.0897491150442478,1,2,109795,"TE",15,0.94,79.4,172,11.47,74.44,2020,2020,"NO",3,105,181.24,134.0185714,47.22142857,"NO"
3,106,1587787080,"BAL","PhilTy00","Tyre Phillips","T.Phillips",3,106,"BAL",16608,0.160151866788879,12762,0.034272179,0.109538109,118.904415526424,1695,106,3,58,16550,0.289335714285714,0.159708289901281,1,235,59874,"OL",12,0.75,47.1,418,34.83,35.33,2020,2020,"BAL",3,106,96.12,101.7233333,-5.603333333,"BAL"
4,107,1587830940,"CIN","DaviAk01","Akeem Davis-Gaither","A.Davis-Gaither",4,107,"CIN",1,NA,6597,0.017716155,0.145045598,285.420521228312,NA,107,4,0,1,0,0,0,4,34788,"LB",16,1,40.7,314,19.63,40.7,2020,2020,"CIN",4,107,129.79,124.31,5.48,"CIN"
4,108,1587831180,"WAS","CharSa00","Saahdiq Charles","S.Charles",4,108,"WAS",211,0.155312019230769,7335,0.019698044,0.108911643,176.091673153899,13,108,4,2,209,0.5719,0.153299516908213,1,210,59820,"OL",1,0.06,60,2,2,3.75,2020,2020,"WAS",4,108,50.95,71.46458333,-20.51458333,"WAS"
4,109,1587831360,"LV","SimpJo00","John Simpson","J.Simpson",4,109,"LV",1385,0.139155732946299,11083,0.029763248,0.107186085,-175.015906641604,115,109,4,25,1360,0.230475,0.137537075332349,1,129,41715,"OL",5,0.31,45.8,252,50.4,14.31,2020,2020,"LV",4,109,77.41,71.46458333,5.945416667,"LV"
4,110,1587831720,"NYG","HolmDa01","Darnay Holmes","D.Holmes",4,110,"NYG",413,0.127098786407767,12490,0.033541727,0.126600401,-67.1940311004784,29,110,4,5,408,-0.04948,0.129268058968059,1,67,56247,"CB",12,0.75,48.1,442,36.83,36.08,2020,2020,"NYG",4,110,110.75,82.38866667,28.36133333,"NYG"
4,111,1587831840,"MIA","KindSo00","Solomon Kindley","S.Kindley",4,111,"MIA",202,0.116424747474747,14079,0.037808965,0.123932132,-361.1980028972,14,111,4,2,200,0,0.117612755102041,1,214,41471,"OL",13,0.81,51.3,748,57.54,41.68,2020,2020,"MIA",4,111,51.83,71.46458333,-19.63458333,"MIA"
4,112,1587831900,"LAC","KellJo01","Joshua Kelley","J.Kelley",4,112,"LAC",600,0.146139562289562,7817,0.020992448,0.13591072,-16.1283021189337,49,112,4,3,597,0.401133333333333,0.144845177664975,1,146,13750,"HB",14,0.88,63.1,134,9.57,55.21,2020,2020,"LAC",4,112,133.68,133.2452632,0.434736842,"LAC"
4,113,1587832080,"CAR","PridTr00","Troy Pride Jr.","T.Jr.",4,113,"CAR",431,0.148472169811321,6452,0.017326759,0.12620506,-12.5775090935896,40,113,4,11,420,0.33106,0.144061835748792,1,229,42883,"CB",14,0.88,39.3,529,37.79,34.39,2020,2020,"CAR",4,113,34.39,82.38866667,-47.99866667,"CAR"
4,114,1587832200,"ARI","FotuLe00","Leki Fotu","L.Fotu",4,114,"ARI",219,0.178213023255814,5532,0.014856112,0.138027594,-17.0626369047619,21,114,4,5,214,-0.0433,0.183487142857143,1,179,44614,"DI",11,0.69,41,284,25.82,28.19,2020,2020,"ARI",4,114,99.69,113.889,-14.199,"ARI"
4,115,1587832260,"CLE","BryaHa00","Harrison Bryant","H.Bryant",4,115,"CLE",674,0.13777987987988,12133,0.032583008,0.112528068,NA,51,115,4,11,663,0.25549,0.135985518292683,1,91,26394,"TE",15,0.94,60.7,294,19.6,56.91,2020,2020,"CLV",4,115,177.2,123.5215385,53.67846154,"CLV"
4,116,1587832440,"JAX","BartBe00","Ben Bartch","B.Bartch",4,116,"JAX",854,0.170099643281807,6713,0.018027671,0.117975776,-74.4143932140196,57,116,4,25,829,0.166516666666667,0.170204895960832,1,20,84236,"OL",5,0.31,58.5,219,43.8,18.28,2020,2020,"JAX",4,116,87.21,71.46458333,15.74541667,"JAX"
4,117,1587832680,"MIN","WonnDJ00","D.J. Wonnum","D.Wonnum",4,117,"MIN",295,0.0849126279863481,21534,0.057829268,0.114465213,-107.72040452278,23,117,4,14,281,0.267614285714286,0.0757448028673835,1,59,44550,"ED",14,0.88,51.1,471,33.64,44.71,2020,2020,"MIN",4,117,149.8,112.83125,36.96875,"MIN"
4,118,1587832740,"DEN","OkwuAl00","Albert Okwuegbunam","A.Okwuegbunam",4,118,"DEN",648,0.134484555382215,10740,0.028842126,0.129802805,-187.268660664202,64,118,4,10,638,0.137133333333333,0.134446835443038,1,5,41933,"TE",4,0.25,83.2,62,15.5,20.8,2020,2020,"DEN",4,118,99.03,123.5215385,-24.49153846,"DEN"
4,119,1587832920,"ATL","WalkMy00","Mykal Walker","M.Walker",4,119,"ATL",870,0.164699073001159,7940,0.021322763,0.078852919,-105.564194139194,63,119,4,3,867,0.324966666666667,0.16414,1,195,57834,"LB",16,1,74,387,24.19,74,2020,2020,"ATL",4,119,196.36,124.31,72.05,"ATL"
4,120,1587833160,"NYJ","PeriLa00","La'Mical Perine","L.Perine",4,120,"NYJ",403,0.0988291139240506,14679,0.039420257,0.113141363,-396.429360420281,37,120,4,5,398,0.26732,0.0966689743589744,1,175,26408,"HB",9,0.56,58,75,8.33,32.63,2020,2020,"NYJ",4,120,42.41,133.2452632,-90.83526316,"NYJ"
4,121,1587833280,"DET","StenLo00","Logan Stenberg","L.Stenberg",4,121,"DET",1089,0.165654197761194,14503,0.038947612,0.124482496,-160.354850014365,74,121,4,14,1075,0.2205,0.165085579641847,1,181,37181,"OL",2,0.12,55.1,4,2,6.48,2021,2020,"DET",4,121,15.73,71.46458333,-55.73458333,"DET"
4,122,1587833580,"IND","EasoJa00","Jacob Eason","J.Eason",4,122,"IND",727,0.165708811188811,9313,0.025009936,0.130396679,46.863755118076,60,122,4,84,643,0.15905421686747,0.166582753164557,1,102,46444,"QB",1,0.06,29.6,5,5,1.74,2021,2020,"IND",4,122,3.46,39.35375,-35.89375,"SEA"
4,123,1587833760,"DAL","RobiRe00","Reggie Robinson II","R.II",4,123,"DAL",897,0.159589313835771,13812,0.03709194,0.111480222,34.4176474358975,76,123,4,13,884,0.178108333333333,0.159335917901938,1,246,4,"CB",0,0,0,0,0,0,2020,2020,"DAL",4,123,0,82.38866667,-82.38866667,"DAL"
4,124,1587834000,"PIT","McFaAn00","Anthony McFarland Jr.","A.Jr.",4,124,"PIT",992,0.152612090163934,7495,0.020127722,0.12302311,40.7249343127633,65,124,4,13,979,0.1451,0.152705601659751,1,12,57289,"HB",11,0.69,56.5,39,3.55,38.84,2020,2020,"PIT",4,124,49.05,133.2452632,-84.19526316,"PIT"
4,125,1587834240,"NYJ","MorgJa00","James Morgan","J.Morgan",4,125,"NYJ",1277,0.149873496835443,14679,0.039420257,0.113141363,-396.429360420281,100,125,4,30,1247,0.175110344827586,0.149280890688259,1,245,3,"QB",0,0,0,0,0,0,2020,2020,"NYJ",4,125,0,39.35375,-39.35375,"NYJ"
4,126,1587834540,"HOU","HeckCh00","Charlie Heck","C.Heck",4,126,"HOU",707,0.133425792507205,5066,0.013604675,0.09754653,-7.01889102564104,55,126,4,38,669,0.0763805555555556,0.136546808510638,1,45,36501,"OL",3,0.19,58.6,103,34.33,10.99,2020,2020,"HOU",4,126,106.27,71.46458333,34.80541667,"HOU"
4,127,1587834720,"PHI","WallKV00","K'Von Wallace","K.Wallace",4,127,"PHI",728,0.172530939226519,35223,0.094590893,0.058375155,0.979119876898174,53,127,4,15,713,0.167014285714286,0.172639718309859,1,159,42467,"S",12,0.75,51.7,203,16.92,38.78,2020,2020,"PHI",4,127,110.24,109.4419048,0.798095238,"PHI"
4,128,1587834900,"BUF","DaviGa01","Gabriel Davis","G.Davis",4,128,"BUF",850,0.162589429928741,7532,0.020227085,0.117431424,243.938085741026,53,128,4,14,836,0.06105,0.164057469879518,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,129,1587835140,"NYJ","ClarCa00","Cameron Clark","C.Clark",4,129,"NYJ",399,0.181110101010101,14679,0.039420257,0.113141363,-396.429360420281,22,129,4,4,395,0.1101,0.181834693877551,1,244,2,"OL",0,0,0,0,0,0,2020,2020,"NYJ",4,129,0,71.46458333,-71.46458333,"NYJ"
4,130,1587835260,"MIN","LyncJa00","James Lynch","J.Lynch",4,130,"MIN",763,0.177306973684211,21534,0.057829268,0.114465213,-107.72040452278,76,130,4,31,732,0.377753333333333,0.169069452054795,1,109,56962,"DI",9,0.56,48.9,59,6.56,27.51,2020,2020,"MIN",4,130,121.72,113.889,7.831,"MIN"
4,131,1587835440,"ARI","LawrRa01","Rashard Lawrence","R.Lawrence",4,131,"ARI",460,0.15910044345898,5532,0.014856112,0.138027594,-17.0626369047619,36,131,4,7,453,0.117583333333333,0.159660224719101,1,206,44515,"DI",9,0.56,47.8,166,18.44,26.89,2020,2020,"ARI",4,131,86.31,113.889,-27.579,"ARI"
4,132,1587835560,"MIN","DyexTr00","Troy Dye","T.Dye",4,132,"MIN",435,0.159959764705882,21534,0.057829268,0.114465213,-107.72040452278,27,132,4,18,417,0.192935294117647,0.158585784313725,1,228,28251,"LB",10,0.63,28.8,201,20.1,18,2020,2020,"MIN",4,132,47.36,124.31,-76.95,"MIN"
4,133,1587835680,"SEA","ParkCo02","Colby Parkinson","C.Parkinson",4,133,"SEA",1318,0.0781957055214724,13602,0.036527988,0.106199573,72.7584269974092,155,133,4,13,1305,0.187658333333333,0.0771790247678019,1,54,52266,"TE",5,0.31,68.4,24,4.8,21.38,2020,2020,"SEA",4,133,131.03,123.5215385,7.508461538,"SEA"
4,134,1587835980,"ATL","HawkJa00","Jaylinn Hawkins","J.Hawkins",4,134,"ATL",293,0.0974152249134948,7940,0.021322763,0.078852919,-105.564194139194,37,134,4,3,290,0,0.0977534722222222,1,116,51423,"S",5,0.31,60,76,15.2,18.75,2020,2020,"ATL",4,134,123.45,109.4419048,14.00809524,"ATL"
4,135,1587836040,"PIT","DotsKe00","Kevin Dotson","K.Dotson",4,135,"PIT",987,0.129266323377961,7495,0.020127722,0.12302311,40.7249343127633,94,135,4,14,973,-0.0666833333333333,0.131718248175182,1,165,46735,"OL",8,0.5,66.2,358,44.75,33.1,2020,2020,"PIT",4,135,132.65,71.46458333,61.18541667,"PIT"
4,136,1587836280,"LA","HopkBr01","Brycen Hopkins","B.Hopkins",4,136,"LA",637,0.153372727272727,3476,0.009334751,0.13010574,NA,48,136,4,7,630,0.36385,0.151339130434783,1,33,47338,"TE",3,0.18,52.4,19,6.33,9.25,2021,2020,"LAR",4,136,57.89,123.5215385,-65.63153846,"LAR"
4,137,1587836460,"JAX","ScotJo00","Josiah Scott","J.Scott",4,137,"JAX",893,0.136056882821388,6713,0.018027671,0.117975776,-74.4143932140196,76,137,4,11,882,0.188933333333333,0.135509885057471,1,148,55634,"CB",6,0.38,46.9,80,13.33,17.59,2020,2020,"JAX",4,137,69.13,82.38866667,-13.25866667,"JAX"
4,138,1587836700,"KC","SneeLJ00","L'Jarius Sneed","L.Sneed",4,138,"KC",377,0.135160483870968,6595,0.017710784,0.130861524,42.8800783564262,28,138,4,1,376,0,0.135524797843666,1,174,40588,"CB",9,0.56,72.9,410,45.56,41.01,2020,2020,"KC",4,138,173.67,82.38866667,91.28133333,"KC"
4,139,1587836820,"LV","RobeAm00","Amik Robertson","A.Robertson",4,139,"LV",460,0.0933860310421286,11083,0.029763248,0.107186085,-175.015906641604,46,139,4,9,451,0.0708333333333333,0.0938452488687783,1,9,55619,"CB",6,0.38,42.2,35,5.83,15.83,2020,2020,"LV",4,139,93.06,82.38866667,10.67133333,"LV"
4,140,1587836940,"JAX","QuarSh00","Shaquille Quarterman","S.Quarterman",4,140,"JAX",424,0.148373621103117,6713,0.018027671,0.117975776,-74.4143932140196,41,140,4,4,420,0.296075,0.146943099273608,1,212,51048,"LB",10,0.59,62.9,144,14.4,37,2021,2020,"JAX",4,140,47.64,124.31,-76.67,"JAX"
4,141,1587837060,"HOU","ReidJo00","John Reid","J.Reid",4,141,"HOU",614,0.143171782178218,5066,0.013604675,0.09754653,-7.01889102564104,36,141,4,22,592,0.0610818181818182,0.146264212328767,1,127,49381,"CB",7,0.44,53.9,145,20.71,23.58,2020,2020,"HOU",4,141,53.89,82.38866667,-28.49866667,"HOU"
4,142,1587837240,"WAS","GandAn00","Antonio Gandy-Golden","A.Gandy-Golden",4,142,"WAS",795,0.148946743295019,7335,0.019698044,0.108911643,176.091673153899,66,142,4,8,787,-0.0422857142857143,0.150671778350515,1,15,39993,"WR",6,0.38,44.6,88,14.67,16.73,2020,2020,"WAS",4,142,16.73,88.79521739,-72.06521739,"WAS"
4,143,1587837480,"BAL","BredBe00","Ben Bredeson","B.Bredeson",4,143,"BAL",193,0.160979057591623,12762,0.034272179,0.109538109,118.904415526424,15,143,4,6,187,0.00872000000000001,0.165072043010753,1,21,27305,"OL",5,0.31,47.4,48,9.6,14.81,2020,2020,"BAL",4,143,74.64,71.46458333,3.175416667,"BAL"
4,144,1587837540,"SEA","DallDe00","DeeJay Dallas","D.Dallas",4,144,"SEA",1247,0.174362581699346,13602,0.036527988,0.106199573,72.7584269974092,105,144,4,31,1216,0.135177777777778,0.175246449456976,1,74,55632,"HB",8,0.5,72.1,51,6.38,36.05,2020,2020,"SEA",4,144,142.53,133.2452632,9.284736842,"SEA"
4,145,1587837960,"PHI","DrisJa00","Jack Driscoll","J.Driscoll",4,145,"PHI",602,0.115320608108108,35223,0.094590893,0.058375155,0.979119876898174,47,145,4,28,574,-0.0379392857142857,0.122929255319149,1,101,27064,"OL",10,0.63,57.4,300,30,35.88,2020,2020,"PHI",4,145,105.23,71.46458333,33.76541667,"PHI"
4,146,1587838140,"DAL","BiadTy00","Tyler Biadasz","T.Biadasz",4,146,"DAL",839,0.113993341404358,13812,0.03709194,0.111480222,34.4176474358975,77,146,4,38,801,0.150197368421053,0.112247461928934,1,232,41178,"OL",8,0.5,53.5,427,53.38,26.75,2020,2020,"DAL",4,146,149.62,71.46458333,78.15541667,"DAL"
5,147,1587838320,"CIN","KareKh00","Khalid Kareem","K.Kareem",5,147,"CIN",258,0.15788326848249,6597,0.017716155,0.145045598,285.420521228312,26,147,5,0,258,0,0.15788326848249,0,167,42993,"ED",16,1,59,259,16.19,59,2020,2020,"CIN",5,147,111.03,72.98307692,38.04692308,"CIN"
5,148,1587838380,"SEA","RobiAl03","Alton Robinson","A.Robinson",5,148,"SEA",482,0.13126,13602,0.036527988,0.106199573,72.7584269974092,40,148,5,8,474,0.165675,0.130676694915254,1,8,56857,"ED",14,0.88,66.7,336,24,58.36,2020,2020,"SEA",5,148,107.11,72.98307692,34.12692308,"SEA"
5,149,1587838500,"IND","PintDa00","Danny Pinter","D.Pinter",5,149,"IND",892,0.13038701594533,9313,0.025009936,0.130396679,46.863755118076,66,149,5,1,891,0,0.129974002280502,1,66,47339,"OL",9,0.56,58,103,11.44,32.63,2020,2020,"IND",5,149,117.78,75.92238095,41.85761905,"IND"
5,150,1587838740,"NYG","LemiSh00","Shane Lemieux","S.Lemieux",5,150,"NYG",229,0.134524444444444,12490,0.033541727,0.126600401,-67.1940311004784,13,150,5,2,227,0,0.135125,1,211,28149,"OL",11,0.69,32.2,504,45.82,22.14,2020,2020,"NYG",5,150,27.93,75.92238095,-47.99238095,"NYG"
5,151,1587838800,"LAC","ReedJo03","Joe Reed","J.Reed",5,151,"LAC",450,0.126452927927928,7817,0.020992448,0.13591072,-16.1283021189337,40,151,5,11,439,0.1235,0.126520967741935,1,124,40221,"WR",5,0.31,58.2,11,2.2,18.19,2020,2020,"LAC",5,151,18.19,122.4693333,-104.2793333,"LAC"
5,152,1587838920,"CAR","RobiKe02","Kenny Robinson Jr.","K.Jr.",5,152,"CAR",1040,0.18524040895813,6452,0.017326759,0.12620506,-12.5775090935896,69,152,5,11,1029,0.31637,0.183951032448378,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,153,1587839220,"SF","McKiCo00","Colton McKivitz","C.McKivitz",5,153,"SF",676,0.150125484351714,16341,0.043883536,0.113882776,55.8473650793651,61,153,5,1,675,0,0.150349552238806,1,57,29314,"OL",9,0.56,53.1,301,33.44,29.87,2020,2020,"SF",5,153,57.59,75.92238095,-18.33238095,"SF"
5,154,1587839400,"MIA","StroJa02","Jason Strowbridge","J.Strowbridge",5,154,"MIA",725,0.137891135734072,14079,0.037808965,0.123932132,-361.1980028972,54,154,5,16,709,0.271026666666667,0.135066478076379,1,113,48547,"DI",7,0.44,58.2,55,7.86,25.46,2020,2020,"MIA",5,154,25.46,124.8016667,-99.34166667,"MIA"
5,155,1587839580,"CHI","GipsTr00","Trevis Gipson","T.Gipson",5,155,"CHI",471,0.0876640860215054,12731,0.034188929,0.117120924,16.7361562881563,34,155,5,6,465,-0.12055,0.0903858387799564,1,223,35241,"ED",7,0.44,46.6,72,10.29,20.39,2020,2020,"CHI",5,155,135.55,72.98307692,62.56692308,"CHI"
5,156,1587839700,"WAS","IsmaKe00","Keith Ismael","K.Ismael",5,156,"WAS",718,0.1517546875,7335,0.019698044,0.108911643,176.091673153899,55,156,5,10,708,0.0489333333333333,0.15308618705036,1,163,41878,"OL",1,0.06,59.1,4,4,3.69,2020,2020,"WAS",5,156,38.05,75.92238095,-37.87238095,"WAS"
5,157,1587839880,"JAX","ThomDa07","Daniel Thomas","D.Thomas",5,157,"JAX",828,0.152232762836186,6713,0.018027671,0.117975776,-74.4143932140196,69,157,5,4,824,0.343025,0.151295208845209,1,65,42544,"S",6,0.38,52.3,162,27,19.61,2020,2020,"JAX",5,157,50.69,67.26181818,-16.57181818,"JAX"
5,158,1587840120,"NYJ","HallBr02","Bryce Hall","B.Hall",5,158,"NYJ",750,0.108785675675676,14679,0.039420257,0.113141363,-396.429360420281,62,158,5,50,700,0.027306,0.11469,1,31,42313,"CB",8,0.5,59.9,547,68.38,29.95,2020,2020,"NYJ",5,158,98.07,66.15047619,31.91952381,"NYJ"
5,159,1587840300,"NE","RohrJu00","Justin Rohrwasser","J.Rohrwasser",5,159,"NE",240,0.0911481171548117,18402,0.049418324,0.096257174,-139.742911266683,26,159,5,3,237,0.0986666666666667,0.0910525423728814,1,243,1,"K",0,0,0,0,0,0,2020,2020,"NE",5,159,0,149.7475,-149.7475,"NE"
