round.x,pick.x,timestamp,team,playerid,full_name,name,associated_round,associated_pick,associated_team,count_text,mean_sentiment,comment_count,Team_Sentiment_Comment_Proportion,Team_Sentiment_Mean,offensive_word_count,pick.y,round.y,Direct_mentions,Indirect_mentions,avg_sentiment_direct_mentions,avg_sentiment_indirect_mentions,Direct_mention_binary
4,141,1587837060,HOU,ReidJo00,John Reid,J.Reid,4,141,HOU,614,0.143171782,5066,0.013604675,0.09754653,36,141,4,22,592,0.061081818,0.146264212,1
4,142,1587837240,WAS,GandAn00,Antonio Gandy-Golden,A.Gandy-Golden,4,142,WAS,795,0.148946743,7335,0.019698044,0.108911643,66,142,4,8,787,-0.042285714,0.150671778,1
4,143,1587837480,BAL,BredBe00,Ben Bredeson,B.Bredeson,4,143,BAL,193,0.160979058,12762,0.034272179,0.109538109,15,143,4,6,187,0.00872,0.165072043,1
4,144,1587837540,SEA,DallDe00,DeeJay Dallas,D.Dallas,4,144,SEA,1247,0.174362582,13602,0.036527988,0.106199573,105,144,4,31,1216,0.135177778,0.175246449,1
4,145,1587837960,PHI,DrisJa00,Jack Driscoll,J.Driscoll,4,145,PHI,602,0.115320608,35223,0.094590893,0.058375155,47,145,4,28,574,-0.037939286,0.122929255,1
4,146,1587838140,DAL,BiadTy00,Tyler Biadasz,T.Biadasz,4,146,DAL,839,0.113993341,13812,0.03709194,0.111480222,77,146,4,38,801,0.150197368,0.112247462,1
5,147,1587838320,CIN,KareKh00,Khalid Kareem,K.Kareem,5,147,CIN,258,0.157883268,6597,0.017716155,0.145045598,26,147,5,0,258,0,0.157883268,0
5,148,1587838380,SEA,RobiAl03,Alton Robinson,A.Robinson,5,148,SEA,482,0.13126,13602,0.036527988,0.106199573,40,148,5,8,474,0.165675,0.130676695,1
5,149,1587838500,IND,PintDa00,Danny Pinter,D.Pinter,5,149,IND,892,0.130387016,9313,0.025009936,0.130396679,66,149,5,1,891,0,0.129974002,1
5,150,1587838740,NYG,LemiSh00,Shane Lemieux,S.Lemieux,5,150,NYG,229,0.134524444,12490,0.033541727,0.126600401,13,150,5,2,227,0,0.135125,1
5,151,1587838800,LAC,ReedJo03,Joe Reed,J.Reed,5,151,LAC,450,0.126452928,7817,0.020992448,0.13591072,40,151,5,11,439,0.1235,0.126520968,1
5,152,1587838920,CAR,RobiKe02,Kenny Robinson Jr.,K.Jr.,5,152,CAR,1040,0.185240409,6452,0.017326759,0.12620506,69,152,5,11,1029,0.31637,0.183951032,1
5,153,1587839220,SF,McKiCo00,Colton McKivitz,C.McKivitz,5,153,SF,676,0.150125484,16341,0.043883536,0.113882776,61,153,5,1,675,0,0.150349552,1
5,154,1587839400,MIA,StroJa02,Jason Strowbridge,J.Strowbridge,5,154,MIA,725,0.137891136,14079,0.037808965,0.123932132,54,154,5,16,709,0.271026667,0.135066478,1
5,155,1587839580,CHI,GipsTr00,Trevis Gipson,T.Gipson,5,155,CHI,471,0.087664086,12731,0.034188929,0.117120924,34,155,5,6,465,-0.12055,0.090385839,1
5,156,1587839700,WAS,IsmaKe00,Keith Ismael,K.Ismael,5,156,WAS,718,0.151754688,7335,0.019698044,0.108911643,55,156,5,10,708,0.048933333,0.153086187,1
5,157,1587839880,JAX,ThomDa07,Daniel Thomas,D.Thomas,5,157,JAX,828,0.152232763,6713,0.018027671,0.117975776,69,157,5,4,824,0.343025,0.151295209,1
5,158,1587840120,NYJ,HallBr02,Bryce Hall,B.Hall,5,158,NYJ,750,0.108785676,14679,0.039420257,0.113141363,62,158,5,50,700,0.027306,0.11469,1
5,159,1587840300,NE,RohrJu00,Justin Rohrwasser,J.Rohrwasser,5,159,NE,240,0.091148117,18402,0.049418324,0.096257174,26,159,5,3,237,0.098666667,0.091052542,1
5,160,1587840360,CLE,HarrNi01,Nick Harris,N.Harris,5,160,CLE,597,0.084170101,12133,0.032583008,0.112528068,37,160,5,5,592,0.14985,0.083723299,1
5,161,1587840480,TB,JohnTy00,Tyler Johnson,T.Johnson,5,161,TB,792,0.111106107,5184,0.013921562,0.114079188,73,161,5,44,748,0.084709302,0.112633782,1
5,162,1587840660,WAS,HudsKh00,Khaleke Hudson,K.Hudson,5,162,WAS,1047,0.148202711,7335,0.019698044,0.108911643,84,162,5,9,1038,0.171166667,0.148000879,1
5,163,1587840900,CHI,VildKi00,Kindle Vildor,K.Vildor,5,163,CHI,715,0.159298161,12731,0.034188929,0.117120924,52,163,5,10,705,-0.0592375,0.161799285,1
5,164,1587841080,MIA,WeavCu00,Curtis Weaver,C.Weaver,5,164,MIA,587,0.12934714,14079,0.037808965,0.123932132,44,164,5,22,565,-0.0159,0.134833094,1
5,165,1587841200,JAX,JohnCo01,Collin Johnson,C.Johnson,5,165,JAX,527,0.152723992,6713,0.018027671,0.117975776,46,165,5,15,512,0.236314286,0.150415779,1
5,166,1587841320,DET,CephQu00,Quintez Cephus,Q.Cephus,5,166,DET,1210,0.122459144,14503,0.038947612,0.124482496,90,166,5,36,1174,0.01833871,0.125239276,1
5,167,1587841560,BUF,FromJa00,Jake Fromm,J.Fromm,5,167,BUF,1252,0.127266748,7532,0.020227085,0.117431424,99,167,5,114,1138,0.159325664,0.124040873,1
5,168,1587841800,PHI,HighJo00,John Hightower,J.Hightower,5,168,PHI,984,0.137723535,35223,0.094590893,0.058375155,88,168,5,22,962,0.000209524,0.140756933,1
5,169,1587841980,MIN,HandHa00,Harrison Hand,H.Hand,5,169,MIN,1055,0.146913135,21534,0.057829268,0.114465213,100,169,5,24,1031,0.357808696,0.142157647,1
5,170,1587842220,BAL,WashBr01,Broderick Washington Jr.,B.Jr.,5,170,BAL,745,0.123351153,12762,0.034272179,0.109538109,57,170,5,4,741,0.051225,0.123744748,1
5,171,1587842400,HOU,CoulIs00,Isaiah Coulter,I.Coulter,5,171,HOU,751,0.105336658,5066,0.013604675,0.09754653,59,171,5,7,744,0.07915,0.105550136,1
5,172,1587842580,DET,HuntJa01,Jason Huntley,J.Huntley,5,172,DET,776,0.099013237,14503,0.038947612,0.124482496,66,172,5,4,772,0.1879,0.098779632,1
5,173,1587842760,CHI,MoonDa00,Darnell Mooney,D.Mooney,5,173,CHI,526,0.135945349,12731,0.034188929,0.117120924,39,173,5,7,519,0.113785714,0.136250098,1
5,174,1587842880,TEN,MurcLa00,Larrell Murchison,L.Murchison,5,174,TEN,567,0.134786738,4841,0.01300044,0.108463721,49,174,5,4,563,0,0.135515315,1
5,175,1587843000,GB,MartKa01,Kamal Martin,K.Martin,5,175,GB,836,0.129400966,33965,0.091212551,0.104027848,84,175,5,8,828,0.136725,0.129329512,1
5,176,1587843180,MIN,OsboKJ00,K.J. Osborn,K.Osborn,5,176,MIN,932,0.122182595,21534,0.057829268,0.114465213,97,176,5,10,922,0.22015,0.121111913,1
5,177,1587843420,KC,DannMi00,Michael Danna,M.Danna,5,177,KC,457,0.112631849,6595,0.017710784,0.130861524,39,177,5,3,454,0.2199,0.111910314,1
5,178,1587843540,DEN,StrnJu00,Justin Strnad,J.Strnad,5,178,DEN,452,0.130693111,10740,0.028842126,0.129802805,43,178,5,3,449,0.4507,0.128545414,1
5,179,1587843660,DAL,AnaeBr00,Bradlee Anae,B.Anae,5,179,DAL,248,0.13856748,13812,0.03709194,0.111480222,22,179,5,8,240,-0.100275,0.146595798,1
6,180,1587843720,CIN,AdenHa00,Hakeem Adeniji,H.Adeniji,6,180,CIN,698,0.12822029,6597,0.017716155,0.145045598,60,180,6,3,695,0,0.128593023,1
6,181,1587843900,DEN,MutiNe00,Netane Muti,N.Muti,6,181,DEN,478,0.106621702,10740,0.028842126,0.129802805,24,181,6,17,461,-0.158364706,0.116566004,1
6,182,1587844020,NE,OnweMi00,Michael Onwenu,M.Onwenu,6,182,NE,455,0.096572321,18402,0.049418324,0.096257174,34,182,6,7,448,0.3167,0.093078231,1
6,183,1587844140,NYG,BrowCa01,Cam Brown,C.Brown,6,183,NYG,813,0.086077709,12490,0.033541727,0.126600401,80,183,6,22,791,0.183909091,0.083321895,1
6,184,1587844320,CAR,RoyxBr00,Bravvion Roy,B.Roy,6,184,CAR,209,0.130009756,6452,0.017326759,0.12620506,21,184,6,0,209,0,0.130009756,0
6,185,1587844380,MIA,FergBl00,Blake Ferguson,B.Ferguson,6,185,MIA,900,0.109088362,14079,0.037808965,0.123932132,71,185,6,7,893,0.047514286,0.109579271,1
6,186,1587844620,LAC,GilmAl00,Alohi Gilman,A.Gilman,6,186,LAC,630,0.16202508,7817,0.020992448,0.13591072,39,186,6,3,627,0,0.162544391,1
6,187,1587844800,CLE,PeopDo00,Donovan Peoples-Jones,D.Peoples-Jones,6,187,CLE,789,0.165444774,12133,0.032583008,0.112528068,71,187,6,2,787,NA,0.165444774,1
6,188,1587845040,BUF,BassTy00,Tyler Bass,T.Bass,6,188,BUF,611,0.153078275,7532,0.020227085,0.117431424,49,188,6,10,601,0.23457,0.151704047,1
6,189,1587845220,JAX,LutoJa00,Jake Luton,J.Luton,6,189,JAX,774,0.167076271,6713,0.018027671,0.117975776,63,189,6,9,765,0.051666667,0.16844657,1
6,190,1587845460,SF,WoerCh00,Charlie Woerner,C.Woerner,6,190,SF,862,0.140408314,16341,0.043883536,0.113882776,71,190,6,5,857,0,0.141235218,1
6,191,1587845760,NYJ,MannBr01,Braden Mann,B.Mann,6,191,NYJ,502,0.126756768,14679,0.039420257,0.113141363,34,191,6,16,486,-0.0222,0.131732359,1
6,192,1587845880,GB,RunyJo00,Jon Runyan,J.Runyan,6,192,GB,469,0.130685153,33965,0.091212551,0.104027848,30,192,6,12,457,0.027309091,0.133229083,1
6,193,1587846000,IND,WindRo01,Robert Windsor,R.Windsor,6,193,IND,413,0.13749403,9313,0.025009936,0.130396679,24,193,6,4,409,-0.0304,0.138756391,1
6,194,1587846120,TB,DaviKh00,Khalil Davis,K.Davis,6,194,TB,372,0.147777297,5184,0.013921562,0.114079188,32,194,6,2,370,-0.4404,0.149371274,1
6,195,1587846240,NE,HerrJu00,Justin Herron,J.Herron,6,195,NE,392,0.14741658,18402,0.049418324,0.096257174,36,195,6,5,387,0.15416,0.147328084,1
6,196,1587846360,PHI,BradSh00,Shaun Bradley,S.Bradley,6,196,PHI,431,0.147308274,35223,0.094590893,0.058375155,38,196,6,9,422,0.25465,0.145239036,1
6,197,1587846480,DET,PeniJo00,John Penisini,J.Penisini,6,197,DET,452,0.150905418,14503,0.038947612,0.124482496,28,197,6,13,439,0.046933333,0.153800232,1
6,198,1587846600,PIT,BrooAn00,Antoine Brooks Jr.,A.Jr.,6,198,PIT,652,0.140762617,7495,0.020127722,0.12302311,57,198,6,4,648,0.045,0.141212207,1
6,199,1587846780,LA,FullJo01,Jordan Fuller,J.Fuller,6,199,LA,727,0.167966527,3476,0.009334751,0.13010574,68,199,6,8,719,0.382928571,0.165847183,1
6,200,1587847020,PHI,WatkQu00,Quez Watkins,Q.Watkins,6,200,PHI,926,0.143154895,35223,0.094590893,0.058375155,74,200,6,18,908,0.071864706,0.144513565,1
6,201,1587847260,BAL,ProcJa00,James Proche,J.Proche,6,201,BAL,804,0.103033588,12762,0.034272179,0.109538109,68,201,6,28,776,-0.035992857,0.108169129,1
6,202,1587847500,ARI,WeavEv00,Evan Weaver,E.Weaver,6,202,ARI,379,0.134484759,5532,0.014856112,0.138027594,36,202,6,7,372,-0.076785714,0.138514441,1
6,203,1587847620,MIN,BranBl00,Blake Brandel,B.Brandel,6,203,MIN,717,0.14350227,21534,0.057829268,0.114465213,52,203,6,6,711,-0.07812,0.145085286,1
6,204,1587847860,NE,MaluCa00,Cassh Maluia,C.Maluia,6,204,NE,347,0.137672093,18402,0.049418324,0.096257174,28,204,6,9,338,0.222777778,0.135385672,1
6,205,1587847980,MIN,MeteJo00,Josh Metellus,J.Metellus,6,205,MIN,491,0.175591942,21534,0.057829268,0.114465213,36,205,6,6,485,0.320616667,0.173771548,1
6,206,1587848160,JAX,DaviTy02,Tyler Davis,T.Davis,6,206,JAX,628,0.149216963,6713,0.018027671,0.117975776,54,206,6,4,624,0.181725,0.149005528,1
6,207,1587848400,BUF,HodgIs00,Isaiah Hodgins,I.Hodgins,6,207,BUF,164,0.11818239,7532,0.020227085,0.117431424,7,207,6,2,162,0.2202,0.116882803,1
6,208,1587848460,GB,HansJa00,Jake Hanson,J.Hanson,6,208,GB,577,0.147305329,33965,0.091212551,0.104027848,44,208,6,4,573,0.04485,0.148038462,1
6,209,1587848640,GB,StepSi00,Simon Stepaniak,S.Stepaniak,6,209,GB,779,0.123055527,33965,0.091212551,0.104027848,67,209,6,6,773,0.13392,0.122984424,1
6,210,1587848880,PHI,WanoTe00,Prince Tega Wanogho,P.Wanogho,6,210,PHI,707,0.098739316,35223,0.094590893,0.058375155,65,210,6,32,675,0.113858065,0.098040835,1
6,211,1587849060,IND,RodgIs00,Isaiah Rodgers,I.Rodgers,6,211,IND,779,0.128289535,9313,0.025009936,0.130396679,58,211,6,21,758,0.080328571,0.129627092,1
6,212,1587849300,IND,PatmDe00,Dezmon Patmon,D.Patmon,6,212,IND,526,0.118950579,9313,0.025009936,0.130396679,39,212,6,3,523,-0.088866667,0.120161165,1
6,213,1587849480,IND,GlasJo00,Jordan Glasgow,J.Glasgow,6,213,IND,333,0.124806383,9313,0.025009936,0.130396679,25,213,6,4,329,0.22565,0.123565231,1
6,214,1587849600,SEA,SwaiFr00,Freddie Swain,F.Swain,6,214,SEA,254,0.180505929,13602,0.036527988,0.106199573,15,214,6,2,252,0,0.181944223,1
7,215,1587849720,CIN,BailMa01,Markus Bailey,M.Bailey,7,215,CIN,1,NA,6597,0.017716155,0.145045598,NA,215,7,0,1,0,0,0
7,216,1587849840,WAS,CurlKa00,Kamren Curl,K.Curl,7,216,WAS,346,0.161176106,7335,0.019698044,0.108911643,22,216,7,1,345,0,0.161652959,1
7,217,1587850020,SF,JennJa00,Jauan Jennings,J.Jennings,7,217,SF,527,0.162696339,16341,0.043883536,0.113882776,46,217,7,9,518,-0.0843875,0.166564579,1
7,218,1587850200,NYG,CougCa00,Carter Coughlin,C.Coughlin,7,218,NYG,179,0.107697714,12490,0.033541727,0.126600401,13,218,7,5,174,0.31372,0.101638235,1
7,219,1587850260,BAL,StonGe00,Geno Stone,G.Stone,7,219,BAL,533,0.145074432,12762,0.034272179,0.109538109,45,219,7,15,518,-0.05144,0.150820468,1
7,220,1587850440,LAC,HillKJ00,K.J. Hill,K.Hill,7,220,LAC,382,0.136695733,7817,0.020992448,0.13591072,38,220,7,37,345,-0.004014286,0.151180588,1
7,221,1587850560,CAR,ThomSt00,Stantley Thomas-Oliver,S.Thomas-Oliver,7,221,CAR,321,0.131752215,6452,0.017326759,0.12620506,26,221,7,1,320,0,0.131764127,1
7,222,1587850680,ARI,BenjEn00,Eno Benjamin,E.Benjamin,7,222,ARI,966,0.146523449,5532,0.014856112,0.138027594,84,222,7,63,903,0.138455738,0.147076404,1
7,223,1587850980,JAX,ClayCh02,Chris Claybrooks,C.Claybrooks,7,223,JAX,351,0.160691429,6713,0.018027671,0.117975776,42,223,7,3,348,0.3295,0.159231988,1
7,224,1587851100,TEN,McDoCo00,Cole McDonald,C.McDonald,7,224,TEN,340,0.111737202,4841,0.01300044,0.108463721,32,224,7,11,329,-0.05471,0.116842945,1
7,225,1587851220,MIN,WillKe06,Kenny Willekes,K.Willekes,7,225,MIN,365,0.129237845,21534,0.057829268,0.114465213,33,225,7,7,358,0.10415,0.129660674,1
7,226,1587851340,CHI,HambAr00,Arlington Hambright,A.Hambright,7,226,CHI,350,0.108242319,12731,0.034188929,0.117120924,31,226,7,6,344,-0.090283333,0.111756047,1
7,227,1587851460,CHI,SimmLa00,Lachavious Simmons,L.Simmons,7,227,CHI,298,0.143561486,12731,0.034188929,0.117120924,26,227,7,7,291,0.349671429,0.138569204,1
7,228,1587851580,ATL,HofrSt00,Sterling Hofrichter,S.Hofrichter,7,228,ATL,490,0.133020534,7940,0.021322763,0.078852919,43,228,7,3,487,0,0.133845041,1
7,229,1587851760,WAS,SmitJa08,James Smith-Williams,J.Smith-Williams,7,229,WAS,525,0.09,7335,0.019698044,0.108911643,49,229,7,3,522,0,0.09034749,1
7,230,1587851940,NE,WoodDu01,Dustin Woodard,D.Woodard,7,230,NE,298,0.173038832,18402,0.049418324,0.096257174,27,230,7,5,293,-0.10846,0.17796014,1
7,231,1587852060,DAL,DiNuBe00,Ben DiNucci,B.DiNucci,7,231,DAL,343,0.136428869,13812,0.03709194,0.111480222,31,231,7,6,337,0.17635,0.13570303,1
7,232,1587852180,PIT,DaviCa03,Carlos Davis,C.Davis,7,232,PIT,483,0.101904459,7495,0.020127722,0.12302311,43,232,7,2,481,-0.07655,0.102665458,1
7,233,1587852360,PHI,ToohCa00,Casey Toohill,C.Toohill,7,233,PHI,320,0.203023323,35223,0.094590893,0.058375155,26,233,7,4,316,0.291825,0.201873786,1
7,234,1587852480,LA,JohnCl00,Clay Johnston,C.Johnston,7,234,LA,432,0.178159294,3476,0.009334751,0.13010574,40,234,7,3,429,0.486033333,0.175970616,1
7,235,1587852660,DET,CornJa01,Jashon Cornell,J.Cornell,7,235,DET,162,0.142001852,14503,0.038947612,0.124482496,14,235,7,0,162,0,0.142001852,0
7,236,1587852720,GB,ScotVe00,Vernon Scott,V.Scott,7,236,GB,482,0.1607,33965,0.091212551,0.104027848,33,236,7,2,480,0,0.161378059,1
7,237,1587852900,KC,KeyeTh00,Thakarius Keyes,T.Keyes,7,237,KC,309,0.088148026,6595,0.017710784,0.130861524,26,237,7,0,309,0,0.088148026,0
7,238,1587853020,NYG,BrunTJ00,T.J. Brunson,T.Brunson,7,238,NYG,291,0.174003136,12490,0.033541727,0.126600401,22,238,7,7,284,-0.0327,0.179170714,1
7,239,1587853140,BUF,JackDa02,Dane Jackson,D.Jackson,7,239,BUF,310,0.126943,7532,0.020227085,0.117431424,24,239,7,2,308,0.8979,0.124364548,1
7,240,1587853260,NO,StevTo01,Tommy Stevens,T.Stevens,7,240,NO,498,0.123821107,6684,0.017949792,0.102622322,38,240,7,4,494,0.373375,0.121758678,1
7,241,1587853440,TB,RussCh00,Chapelle Russell,C.Russell,7,241,TB,631,0.159544534,5184,0.013921562,0.114079188,50,241,7,1,630,0,0.159154267,1
7,242,1587853680,GB,GarvJo00,Jonathan Garvin,J.Garvin,7,242,GB,157,0.172111039,33965,0.091212551,0.104027848,16,242,7,1,156,0,0.167860131,1
7,243,1587853740,TEN,JackCh01,Chris Jackson,C.Jackson,7,243,TEN,157,0.097925806,4841,0.01300044,0.108463721,9,243,7,1,156,0,0.099062987,1
7,244,1587853800,MIN,StanNa00,Nate Stanley,N.Stanley,7,244,MIN,501,0.130568163,21534,0.057829268,0.114465213,41,244,7,15,486,0.429492857,0.121776261,1
7,245,1587853980,TB,CalaRa00,Raymond Calais,R.Calais,7,245,TB,321,0.190217555,5184,0.013921562,0.114079188,25,245,7,3,318,0.4909,0.188320505,1
7,246,1587854100,MIA,PerrMa00,Malcolm Perry,M.Perry,7,246,MIA,157,0.109117419,14079,0.037808965,0.123932132,15,246,7,3,154,0.2827,0.105691447,1
7,247,1587854160,NYG,WillCh07,Chris Williamson,C.Williamson,7,247,NYG,690,0.157195448,12490,0.033541727,0.126600401,64,247,7,7,683,0.4273,0.154390208,1
7,248,1587854460,LA,SlomSa00,Sam Sloman,S.Sloman,7,248,LA,162,0.128430435,3476,0.009334751,0.13010574,10,248,7,3,159,-0.2199,0.135044304,1
7,249,1587854520,MIN,ColeBr01,Brian Cole II,B.II,7,249,MIN,612,0.147373841,21534,0.057829268,0.114465213,58,249,7,5,607,0.20695,0.146976667,1
7,250,1587854760,LA,AnchTr00,Tremayne Anchrum,T.Anchrum,7,250,LA,389,0.154023377,3476,0.009334751,0.13010574,25,250,7,1,388,0,0.154023377,1
7,251,1587854940,SEA,SullSt00,Stephen Sullivan,S.Sullivan,7,251,SEA,168,0.160912883,13602,0.036527988,0.106199573,15,251,7,3,165,0.54855,0.156097516,1
7,252,1587855000,DEN,ClevTy00,Tyrie Cleveland,T.Cleveland,7,252,DEN,167,0.070294512,10740,0.028842126,0.129802805,17,252,7,6,161,0.148083333,0.067340506,1
7,253,1587855060,MIN,HintKy00,Kyle Hinton,K.Hinton,7,253,MIN,158,0.175337419,21534,0.057829268,0.114465213,13,253,7,0,158,0,0.175337419,0
7,254,1587855120,DEN,TuszDe00,Derrek Tuszka,D.Tuszka,7,254,DEN,1117,0.162059582,10740,0.028842126,0.129802805,82,254,7,9,1108,-0.0945125,0.163937511,1
7,255,1587855600,NYG,CrowTa00,Tae Crowder,T.Crowder,7,255,NYG,18806,0.170184281,12490,0.033541727,0.126600401,1740,255,7,29,18777,0.155846154,0.170204714,1
